County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Cameron,Los Fresnos,914 S Arroyo Blvd,78566,Delgado Roberto &,Multifamily Residential,"27,148","$1,448,826 ","$1,316,876 ",26.0706,-97.5714,138613,75-0205-0000-0103-00
Hidalgo,Edinburg,Russell Rd,,H&S Construction Inc,Commercial Real Property,"436,907","$1,448,054 ","$786,074 ",26.32015,-98.14988,295926,T2100-00-246-0004-04
Hidalgo,McAllen,3103 Center Pointe Dr,,Alvarado Real Property Holdings Llc,Commercial Real Property,"39,788","$1,445,858 ","$920,656 ",26.25865,-98.20462,711629,C2672-00-001-0001-00
Hidalgo,Edinburg,1603 W University # 27 Dr,,7- Eleven Inc,Commercial Real Property,"47,571","$1,441,610 ","$609,117 ",26.30432,-98.17861,323947,W3600-00-000-0001-00
Hidalgo,McAllen,5210 N Cage Blvd,,Thunderbird Real Estate Ii Ltd,Commercial Real Property,"146,634","$1,440,000 ","$633,514 ",26.24012,-98.17804,1178214,B3401-00-000-0001-00
Hidalgo,McAllen,4752 S Jackson Rd,,Bre-Reb Lea Investments Llc,Commercial Real Property,"31,427","$1,439,845 ","$1,031,294 ",26.25958,-98.19319,710721,S6453-00-000-0017-00
Hidalgo,,4128 W Hwy 107,,S Si Ware Village No 1 Llc,Commercial Real Property,"845,064","$1,439,704 ","$1,000 ",26.31607,-98.24944,262465,P8400-00-000-0105-00
Hidalgo,Edinburg,101 N Jackson,,Edinburg Car Wash Services Llc,Commercial Real Property,"52,752","$1,438,493 ","$805,468 ",26.30557,-98.18664,1373008,J2260-01-000-0002-00
Hidalgo,Edinburg,4115 Curve Rd,,Gonzalez Miriam,Multifamily Residential,"82,340","$1,438,156 ","$1,314,646 ",26.28756,-98.11944,1068112,O7571-00-000-000A-00
Hidalgo,McAllen,7417 N 10Th St,,Chang Robert & Kim Family Trust,Commercial Real Property,"41,843","$1,435,692 ","$598,835 ",26.27068,-98.21924,1238093,V0535-00-000-001A-00
Hidalgo,Weslaco,Vo-Tech Dr,,Forward Investment Group Llc,Commercial Real Property,"36,794","$1,433,422 ","$1,164,826 ",26.17606,-97.96638,699424,M4011-04-000-0009-00
Hidalgo,Edinburg,715 W Chapin Rd,,Union Camp Corporation,Commercial Real Property,"193,842","$1,433,414 ","$1,139,714 ",26.31824,-98.1668,295534,T2100-00-241-0005-06
Hidalgo,McAllen,2700 W Canton Rd,,Tierra Ruiz Llc,Commercial Real Property,"93,792","$1,432,314 ","$1,057,147 ",26.27907,-98.19418,163967,E3230-01-000-0001-00
Hidalgo,Mercedes,4801 E Expwy 83,,8850 Family Office Llc,Commercial Real Property,"67,082","$1,430,720 ","$716,292 ",26.16006,-97.8905,705543,R3052-00-001-0002-00
Hidalgo,,10201 Monte Cristo,,Naked Pool Boy Llc,Commercial Real Property,"725,013","$1,430,062 ","$1,088,860 ",26.31579,-98.01991,638561,N0270-00-000-0001-00
Hidalgo,McAllen,5030 N 10Th St,,Apex Asset Group Llc,Commercial Real Property,"25,940","$1,429,049 ","$910,244 ",26.24935,-98.22144,519581,M3246-00-000-0011-00
Cameron,San Benito,1000 Business 77,78586,Ap Growth Properties Lp,Commercial Real Property,"29,900","$1,423,977 ","$1,003,531 ",26.1281,-97.6311,104176,60-8140-0060-0010-00
Hidalgo,,634 W Hwy 107,,Cardenas Gerardo,Commercial Real Property,"219,542","$1,417,109 ","$1,044,209 ",26.2911,-98.00347,326026,W3800-00-523-0000-05
Cameron,La Feria,E Hwy 83,78559,La Feria Housing Authority,Multifamily Residential,"40,364","$1,416,259 ","$1,304,967 ",26.1578,-97.8239,86209,29-3600-0620-0305-00
Hidalgo,Alton,,,Verturo Fund Asset 5 Llc,Commercial Real Property,"266,013","$1,415,149 ","$630,411 ",26.28937,-98.23105,20834262,J9580-00-000-0001-00
Hidalgo,McAllen,5723 N 10Th St,,Nanak Ltd,Commercial Real Property,"30,000","$1,412,293 ","$700,293 ",26.25531,-98.22195,503120,D8080-00-000-0001-00
Hidalgo,Pharr,4005 N Cesar Chavez Rd,,Salinas Leonardo,Commercial Real Property,"212,137","$1,411,402 ","$1,133,223 ",26.22915,-98.12978,112839,A1800-00-047-0013-00
Hidalgo,Edinburg,501 E Monte Cristo Rd,,Crop Production Services Inc,Commercial Real Property,"252,064","$1,411,309 ","$844,165 ",26.33741,-98.15078,343122,G2550-00-000-0001-00
Cameron,Harlingen,119 W Van Buren,78550,Sog Properties Llc,Commercial Real Property,"22,242","$1,410,502 ","$1,373,849 ",26.1906,-97.6961,64666,15-0000-0690-0010-00
Hidalgo,McAllen,601 Trenton Rd,,Casablanca Bay Llc,Commercial Real Property,"51,401","$1,410,500 ","$896,492 ",26.26704,-98.2151,660201,H4227-00-000-0002-00
Hidalgo,McAllen,7112 N 10Th St,,Robin Business Park Llc,Commercial Real Property,"42,926","$1,409,083 ","$645,000 ",26.2652,-98.21829,714328,D7970-00-000-0003-00
