County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Edinburg,502 S Closner,,Asas Ltd,Commercial Real Property,"19,676","$1,408,743 ","$1,203,129 ",26.29686,-98.16263,646715,A2663-00-000-00A1-00
Hidalgo,Weslaco,2445 N Fm 1015,,1015 Plaza Llc,Commercial Real Property,"66,820","$1,406,609 ","$1,132,647 ",26.18388,-97.95942,721284,J1853-00-000-0002-00
Hidalgo,Mercedes,Mi 1 1/2 & Expw 83,,Mercedes Office Building Llc,Commercial Real Property,"89,348","$1,402,748 ","$888,997 ",26.15835,-97.88655,705551,V3253-01-000-0001-00
Cameron,La Feria,401 James Richard Closner,78559,Bs Properties,Commercial Real Property,"29,050","$1,400,000 ","$1,203,886 ",26.1578,-97.8239,183083,86-2220-0110-0000-00
Hidalgo,,Minnesota Rd,,North Alamo Water Supply Corp,Commercial Real Property,"1,274,566","$1,398,755 ","$272,245 ",26.22925,-98.05473,192964,H3475-00-125-0000-01
Hidalgo,Edinburg,315 S Closner Blvd,,Lin Miller Properties Llc,Commercial Real Property,"32,625","$1,392,307 ","$874,627 ",26.29878,-98.16344,165343,E3300-00-298-0010-00
Hidalgo,Edinburg,801 S Raul Longoria Rd,,Gulf Amr Llc,Commercial Real Property,"76,673","$1,391,397 ","$931,359 ",26.29,-98.13899,1464373,L4749-00-000-0001-00
Hidalgo,Edinburg,2120 W University Dr,,Mcdonalds Real Estate Company,Commercial Real Property,"42,631","$1,388,483 ","$802,307 ",26.30426,-98.18591,517589,R1920-00-000-0001-00
Cameron,La Feria,23921 Parker Rd,78559,Valley Baptist Missions/ Education Center,Multifamily Residential,"24,684","$1,387,701 ","$1,187,701 ",26.1578,-97.8239,181828,85-7140-0230-9000-00
Hidalgo,Edinburg,2404 - 2412 W Elisa Ln,,Raybec Violetas Llc,Multifamily Residential,"22,142","$1,384,454 ","$1,153,478 ",26.30728,-98.1893,578305,L3396-02-000-0010-00
Hidalgo,Edinburg,301 - 321 S Sugar Rd,,107 Center Llc,Commercial Real Property,"52,359","$1,381,206 ","$857,616 ",26.30137,-98.17933,681413,C1543-00-000-0001-00
Hidalgo,Weslaco,209 E Sugar Cane Dr,,Primera Asamblea De Dios,Commercial Real Property,"50,530","$1,379,353 ","$1,301,952 ",26.18638,-97.98827,324436,W3800-00-107-0000-12
Cameron,San Benito,1151 E Expressway 77/83,78586,San Benito Storage Owner Llc,Commercial Real Property,"48,000","$1,378,519 ","$1,146,083 ",26.1281,-97.6311,188764,88-5250-0070-0101-00
Hidalgo,McAllen,205 - 217 Conquest Blvd,,Shea Ltd,Commercial Real Property,"29,200","$1,377,699 ","$1,009,326 ",26.25773,-98.17191,654742,S3092-00-000-0031-00
Cameron,La Feria,301 E Expressway 83 La,78559,South Texas Immigration Council,Commercial Real Property,"9,115","$1,377,532 ","$449,233 ",26.1578,-97.8239,180964,85-5385-0010-0010-00
Hidalgo,Edinburg,2300 - 2354 E Freddy Gonzalez,,M & J Inigo Family Lp,Commercial Real Property,"63,092","$1,376,801 ","$1,061,341 ",26.28292,-98.14045,574554,W6682-01-00G-0001-00
Hidalgo,Edinburg,2110 W Elisa Ln,,Raybec Violetas Llc,Multifamily Residential,"33,526","$1,376,646 ","$1,175,490 ",26.30695,-98.18673,550320,L3396-01-000-0002-00
Hidalgo,Edinburg,M Rd,,Molina'S Construction Inc,Multifamily Residential,"40,100","$1,374,825 ","$1,174,325 ",26.32531,-98.13226,1235475,M5645-00-000-0002-00
Hidalgo,,Los Ebanos Rd/W Mile 7 Rd,,Esponda Properties West Addition Sharyland Series,Commercial Real Property,"383,764","$1,374,212 ","$576,162 ",26.31991,-98.32742,318889,W0100-00-049-0002-09
Hidalgo,McAllen,2224 W Trenton Rd,,Auriel Investments Llc,Commercial Real Property,"56,041","$1,373,148 ","$868,776 ",26.2644,-98.19422,691727,J2004-00-000-0004-00
Hidalgo,McAllen,6000 N 10Th St,,North Lean Ltd,Commercial Real Property,"38,948","$1,373,133 ","$440,271 ",26.25777,-98.22028,503364,M0560-00-000-0001-00
Cameron,Los Fresnos,101 Hwy 100/ Paredes Line,78566,7-Eleven Inc,Commercial Real Property,"6,430","$1,371,380 ","$1,060,496 ",26.0706,-97.5714,377003,37-0001-0010-0010-00
Hidalgo,McAllen,3820 - 3824 S Bus Hwy 281 (Closner Blvd),,Gallegos Gonzalo C & Araceli M,Multifamily Residential,"57,064","$1,369,276 ","$951,688 ",26.2647,-98.17105,201906,K2400-00-000-0036-05
Hidalgo,Edinburg,6029 N Exprwy 281,,Cc Truckers Llc,Commercial Real Property,"238,709","$1,369,236 ","$438,272 ",26.36513,-98.14804,603890,T0620-00-000-0002-00
Hidalgo,,8100 N Moorefield Rd,,J & R Valley Oilfield Serv Inc,Commercial Real Property,"456,944","$1,369,018 ","$1,186,492 ",26.31675,-98.33722,209747,L1100-01-004-0077-00
Hidalgo,Edinburg,201 W Mahl St,,Southwestern Bell Tele,Commercial Real Property,"21,300","$1,368,468 ","$1,089,438 ",26.29981,-98.16425,165134,E3300-00-274-0013-00
Hidalgo,McAllen,3910 S Mccoll Rd,,Mccoll Car Wash Services Llc,Commercial Real Property,"79,120","$1,368,159 ","$667,947 ",26.26751,-98.20076,343097,F7855-00-000-0001-00
Hidalgo,McAllen,2402 Cornerstone Blvd,,Northern Services Llc,Commercial Real Property,"76,666","$1,362,155 ","$879,162 ",26.26226,-98.19935,962936,C8230-01-004-002A-00
Hidalgo,McAllen,1103 Leticia St,,Aguayo Corona Family Limited Partnership,Multifamily Residential,"43,844","$1,361,030 ","$1,087,007 ",26.25788,-98.15937,346988,T6870-00-000-0021-00
