County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,McAllen,505 W Owassa Rd,,Contract Pharmaceuticals Llc,Commercial Real Property,"65,100","$1,738,615","$1,588,885",26.25073,-98.17903,1128736,O8050-00-000-0001-05
Cameron,La Feria,Fm 506,78559,Camarillo Maria S,Multifamily Residential,"19,440","$1,736,990","$1,529,862",26.1578,-97.8239,181044,85-5394-0010-0010-00
Hidalgo,Edinburg,102 W Cano St,,Plains Capital Bank,Commercial Real Property,"42,600","$1,736,712","$1,178,652",26.30012,-98.16326,165137,E3300-00-275-0001-00
Hidalgo,Edinburg,3105 & 3215 E Richardson Rd,,Hidalgo County,Commercial Real Property,"234,788","$1,734,723","$1,593,850",26.30431,-98.12736,512925,M7020-00-000-0000-00
Hidalgo,McAllen,5524 N 10Th St,,Puente Armando & Ieleane G,Commercial Real Property,"54,014","$1,733,167","$760,915",26.25257,-98.22105,189686,H2550-00-011-0002-03
Hidalgo,McAllen,7000 N 10Th St,,Robin Business Park Llc,Commercial Real Property,"34,400","$1,731,792","$1,119,472",26.26479,-98.21912,714326,D7970-00-000-0001-00
Hidalgo,Weslaco,2990 N Texas Blvd,,Aguilera Real Estate Holdings Llc,Commercial Real Property,"79,300","$1,731,470","$1,334,970",26.18881,-97.9901,615743,A1311-02-000-000A-00
Hidalgo,Edinburg,1505 S Closner Blvd,,Smv Edinburg Lp,Commercial Real Property,"41,104","$1,730,359","$1,335,763",26.28782,-98.16515,154542,C8750-00-012-0005-00
Hidalgo,McAllen,6308 N 10Th St,,Nanak Ltd,Commercial Real Property,"45,966","$1,724,871","$906,676",26.25946,-98.21988,688515,L3075-00-000-0002-00
Hidalgo,McAllen,3218 Center Point Dr Ste 10,,Dhr Real Estate Management Llc,Commercial Real Property,"31,922","$1,724,786","$1,303,416",26.25673,-98.20609,711663,C2672-00-007-0003-00
Hidalgo,McAllen,5416 - 5528 S Expwy 281,,D M Roth Inc,Commercial Real Property,"191,141","$1,724,683","$104,795",26.2499,-98.17192,202057,K2400-00-000-0068-00
Hidalgo,McAllen,5248 N 10Th St,,Haidar Properties Ltd,Commercial Real Property,"52,926","$1,722,285","$769,617",26.25143,-98.22124,652096,R2437-00-000-0001-00
Hidalgo,Mercedes,1750 Expwy 83,,Double E V Land Company Llc,Commercial Real Property,"87,120","$1,721,639","$1,220,699",26.15819,-97.89523,233836,M3530-00-000-0001-00
