County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,McAllen,2215 Cornerstone Blvd,,D.A.D Vela Investments Llc,Commercial Real Property,"6,000","$755,863 ","$572,863 ",26.26452,-98.19917,607616,C8230-02-005-0008-05
Hidalgo,McAllen,5113-5123 S Jackson Rd,,Rent Jonate Llc,Commercial Real Property,"30,274","$755,689 ","$487,764 ",26.25651,-98.19485,584068,B3680-03-000-0047-00
Hidalgo,McAllen,,,De La Fuente Investments Llc,Commercial Real Property,"23,660","$755,363 ","$542,423 ",26.2685,-98.23408,1470320,P5470-00-000-001B-00
Hidalgo,Edinburg,416 Newport Ave,,Capital Longoria Ltd,Multifamily Residential,"8,925","$755,084 ","$665,830 ",26.30302,-98.20319,1123814,M5665-01-000-0005-00
Hidalgo,Edinburg,5107 Monte Cristo Rd,,Arc Dgebgtx 002 Llc,Commercial Real Property,"67,954","$754,992 ","$639,471 ",26.34617,-98.21371,895737,R1366-00-000-0001-00
Hidalgo,McAllen,720 N G St,,Encarlen Ltd,Commercial Real Property,"12,035","$754,939 ","$610,519 ",26.2511,-98.20292,712767,D2960-02-000-0002-00
Hidalgo,Weslaco,900 N Intl'G Blvd,,Yutaka Dg Llc,Commercial Real Property,"50,017","$754,733 ","$417,118 ",26.17078,-97.95797,692235,D6112-00-000-0001-00
Hidalgo,Edinburg,4700 W Huckleberry St Unit 1,,Nashan Zachary Robert & Shelby Nicole Mccoy,Multifamily Residential,"7,344","$754,717 ","$627,416 ",26.31603,-98.21222,1468262,A6350-00-000-0113-00
Hidalgo,,5500 Mile 7 Line Rd,,Watson Stephany & Craig Trustees,Commercial Real Property,"60,474","$754,713 ","$467,461 ",26.32506,-98.3708,718067,C4467-00-000-000A-00
Cameron,Brownsville,Old Alice Rd,78566,Cameron County,Commercial Real Property,"5,415","$754,597 ","$474,597 ",26.0706,-97.5714,151336,77-3430-0460-0000-00
Hidalgo,Edinburg,,,Atwood Subdivision Llc,Multifamily Residential,"9,775","$754,490 ","$627,415 ",26.31614,-98.21298,1468265,A6350-00-000-0116-00
Hidalgo,Edinburg,,,Ramos-Robles Cosme M & Jessica Ramos-Bahena,Multifamily Residential,"9,785","$754,161 ","$626,952 ",26.31607,-98.21247,1468263,A6350-00-000-0114-00
Hidalgo,Edinburg,1420 S 28Th St,,Acp Valley Ltd,Commercial Real Property,"294,901","$753,632 ","$492,987 ",26.28576,-98.14586,297028,T2100-00-270-0007-06
Cameron,Los Fresnos,32103 State Highway 100,78566,God Investments Llc,Commercial Real Property,"5,187","$753,630 ","$164,133 ",26.0706,-97.5714,138156,75-0171-1640-0800-00
Hidalgo,Edinburg,2201 W University Dr,,Cft Nv Developments Llc,Commercial Real Property,"40,149","$753,208 ","$438,038 ",26.30561,-98.18711,623558,J2260-01-000-0001-00
Hidalgo,Edinburg,1405 E University Dr,,O'Reilly Auto Enterprises Llc,Commercial Real Property,"50,322","$753,032 ","$378,133 ",26.29975,-98.14851,136332,C4600-00-014-0009-00
Cameron,Los Fresnos,417 W Ocean Blvd,78566,Lara Leonardo Baez,Commercial Real Property,"8,666","$752,743 ","$576,272 ",26.0706,-97.5714,88639,37-0000-0740-0060-00
Hidalgo,Edinburg,1406 S Mccoll Rd,,Ungo Carlos A,Commercial Real Property,"56,628","$752,627 ","$124,337 ",26.29288,-98.19542,297260,T2100-00-275-0007-07
Cameron,Los Fresnos,34852 Paredes Line Rd,78566,Ree Ltd,Commercial Real Property,"22,047","$751,645 ","$158,624 ",26.0706,-97.5714,138656,75-0209-0000-0400-00
Hidalgo,McAllen,507 E Nolana Loop,,Quesada Properties Ltd,Commercial Real Property,"10,759","$750,733 ","$680,799 ",26.23295,-98.17164,717253,T0323-00-000-0026-00
Hidalgo,Edinburg,112 W Monte Cristo Rd,,Autozone Texas Lp,Commercial Real Property,"38,638","$750,605 ","$460,820 ",26.3368,-98.15671,717266,J9520-00-000-0001-05
Hidalgo,Edinburg,1919 Bahamas Dr,,Barrera Salvador Ricardo,Multifamily Residential,"18,929","$750,568 ","$580,208 ",26.32441,-98.18558,668558,P3235-00-000-0039-00
Hidalgo,McAllen,3201 S Bus Hwy 281,,Luebbert Emilia G,Commercial Real Property,"171,626","$750,449 ","$61,949 ",26.27235,-98.172,201778,K2400-00-000-0021-00
Hidalgo,Mission,205 N Linares St,,Adelante Holdings Ltd,Multifamily Residential,"7,654","$750,356 ","$673,814 ",26.28564,-98.29231,726120,P2155-00-000-0019-00
Cameron,La Feria,221 E Hwy 83,78559,Bella Terra Cuna De Bienes Llc,Commercial Real Property,"8,100","$750,000 ","$195,655 ",26.1578,-97.8239,180484,85-5380-0510-0504-00
Cameron,Harlingen,1305 W Tyler Ave,78550,7305 Ltd,Commercial Real Property,"4,346","$750,000 ","$526,000 ",26.1906,-97.6961,75008,19-4650-0010-0550-00
Cameron,Los Fresnos,731 W Ocean Blvd,78566,731 Ocean Blvd Llc,Commercial Real Property,"2,357","$750,000 ","$512,250 ",26.0706,-97.5714,89117,37-4078-0010-0020-00
Hidalgo,Edinburg,902 Lexington Cir,,Nova Homes Inc,Multifamily Residential,"24,097","$749,599 ","$508,629 ",26.29588,-98.17995,582448,S6810-03-000-0066-00
Hidalgo,,401 W Santa Rosa Ave,,Hess-Turner Inc,Commercial Real Property,"17,050","$748,238 ","$643,957 ",26.2943,-97.96425,163441,E3100-00-013-0000-00
Hidalgo,,6400 Hwy 107,,Lindley Shannon,Commercial Real Property,"37,026","$748,095 ","$606,742 ",26.31571,-98.27254,282891,S2950-00-000-0503-67
