County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Edinburg,1201 & 1301 S Mccoll Rd,,Sonora Development Lp,Commercial Real Property,"188,850","$4,623,162","$3,461,734",26.29404,-98.19698,696780,W3630-02-004-0001-00
Hidalgo,McAllen,5901 N 10Th St,,Securcare Moveit Mcallen Llc,Commercial Real Property,"130,035","$4,601,453","$1,681,733",26.25622,-98.2226,581164,P3500-00-000-0046-05
Cameron,Los Fresnos,Bingley Rd,78566,Los Fresnos Cisd,Commercial Real Property,0,"$4,567,324","$4,000,000",26.0706,-97.5714,137637,75-0171-0790-0000-00
Hidalgo,,N Fm 88,,Zage Investment Llc,Commercial Real Property,"1,136,916","$4,563,148","$4,302,148",26.34046,-97.97946,718697,M0150-00-085-0001-05
Hidalgo,Edinburg,Tx,,Vre Storage Edinburg Llc,Commercial Real Property,"207,288","$4,550,629","$3,275,806",26.30807,-98.19321,1472832,V3093-00-000-0001-00
Hidalgo,McAllen,5700 Mile 4 N Rd,,Istorage Jv Ii Rgv Holdings 1 Lp,Commercial Real Property,"250,470","$4,549,107","$4,248,543",26.26745,-98.2734,1371592,J9550-01-000-001A-00
Hidalgo,Edinburg,2401 S Sugar Rd,,Edinburg Cons Ind School,Commercial Real Property,"494,842","$4,506,127","$3,529,167",26.28106,-98.18335,201632,K2400-00-000-0008-00
Hidalgo,Edinburg,1210 W Schunior,,Board Of Regent Ut System,Commercial Real Property,"544,500","$4,467,000","$1,200,000",26.30855,-98.17539,297108,T2100-00-273-0002-02
Hidalgo,Edinburg,1305 E Monte Cristo Rd,,Pilot Travel Centers Llc,Commercial Real Property,"574,610","$4,464,354","$2,453,219",26.33617,-98.1429,792548,F4683-00-000-0001-00
Hidalgo,Edinburg,3615 N Expwy 281,,Mcallen Hospitals Lp,Commercial Real Property,"83,060","$4,449,483","$3,868,062",26.33451,-98.14652,1123545,A5557-00-001-0002-00
Hidalgo,McAllen,4899 S Expressway 281,,Bryan Road Body Shop Llc,Commercial Real Property,"186,350","$4,427,215","$3,197,307",26.25581,-98.17076,1373634,R3341-03-000-0001-00
Hidalgo,Edinburg,627 S Mccoll Rd,,Eli-Gar Ltd,Commercial Real Property,"204,887","$4,423,953","$3,163,898",26.2997,-98.19601,668431,W3630-00-001-0001-00
Hidalgo,McAllen,4801 N Cage Blvd,,Mcallen Trinity Worship Center,Commercial Real Property,"258,311","$4,421,698","$1,181,682",26.23656,-98.17946,544564,T7440-00-000-0001-00
Hidalgo,McAllen,1601 W Trenton Rd,,16031 Partners Ltd,Commercial Real Property,"112,263","$4,394,523","$3,047,369",26.26419,-98.18525,816025,C7884-00-000-0001-00
Hidalgo,Edinburg,7310 N Expressway 281,,J & D Produce Inc,Commercial Real Property,"422,968","$4,385,934","$2,444,517",26.37281,-98.1428,277800,S1700-01-008-0000-10
Hidalgo,Edinburg,601 W Freddy Gonzalez Dr,,Edinburg Cons Ind School Dst,Commercial Real Property,"1,273,259","$4,367,780","$1,854,000",26.28807,-98.15622,297013,T2100-00-270-0005-01
Hidalgo,McAllen,5519 Doctor'S Dr,,Day Surgery At Renaissance Llc,Commercial Real Property,"133,575","$4,363,898","$2,760,998",26.25272,-98.20717,653316,D5790-00-000-0002-00
Hidalgo,Edinburg,2451 W Expressway 281,,Palm Valley Animal Society,Commercial Real Property,"264,151","$4,314,584","$3,707,037",26.32598,-98.14788,20407562,B3968-00-000-0002-00
