County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,,7902 Trenton Rd,,Zuniga Jesus Guadalupe,Commercial Real Property,"130,680","$954,544 ","$574,037 ",26.24834,-98.08746,555756,A1800-00-054-0002-07
Cameron,San Benito,2101 Amistad Dr,78586,Rank Parkway Partners,Commercial Real Property,"32,259","$954,318 ","$890,428 ",26.1281,-97.6311,188733,88-5230-0000-0160-00
Hidalgo,Edinburg,1210 - 1222 W Monte Cristo Rd,,Ramsa Group Llc,Commercial Real Property,"50,588","$954,280 ","$663,399 ",26.33841,-98.16899,652939,L3170-00-000-0022-00
Hidalgo,Weslaco,1530 International Blvd,,O'Reilly Auto Enterprises Llc,Commercial Real Property,"63,082","$952,967 ","$653,327 ",26.17624,-97.95828,1310767,P5005-01-00C-0C1R-00
Hidalgo,McAllen,2807 Eisenhower Ave,,E & L South Texas Properties Llc,Multifamily Residential,"9,680","$952,331 ","$836,171 ",26.27783,-98.2878,1070621,S6063-02-000-0046-00
Hidalgo,,10830 W 7 Mile N Rd,,Exchangeright Essential Income Strategy Properties 6 Llc,Commercial Real Property,"41,633","$952,235 ","$769,052 ",26.31761,-98.31718,1462878,J1823-00-000-0001-00
Hidalgo,Mission,3700 W Mile 5 N Rd,,Bs Properties Llc,Commercial Real Property,"86,592","$952,000 ","$540,688 ",26.29419,-98.35902,559726,L1069-06-000-0003-00
Hidalgo,Edinburg,1815 W University Dr,,Stor-More Edinburg,Commercial Real Property,"88,427","$950,137 ","$441,683 ",26.30539,-98.18196,127195,B3850-01-000-0001-00
Cameron,San Benito,427 Line Rd,78586,251 Line 17 Llc,Commercial Real Property,"2,616","$950,000 ","$850,712 ",26.1281,-97.6311,104460,61-0100-0080-0000-00
Cameron,San Benito,1720 Expressway 77/83,78586,Monomoy Properties San Benito Tx Llc,Commercial Real Property,"5,100","$950,000 ","$794,495 ",26.1281,-97.6311,101583,58-1130-0050-0010-00
Hidalgo,Edinburg,2301 W University Dr,,Bramble Real Estate Ltd,Commercial Real Property,"38,640","$948,648 ","$597,024 ",26.30571,-98.18832,687585,J2260-02-000-0009-00
Hidalgo,Edinburg,1919 S Alamo Rd,,Alicia Real Estate Lp,Commercial Real Property,"68,825","$948,425 ","$827,982 ",26.27585,-98.10818,846703,R3291-00-000-0001-00
Hidalgo,McAllen,1700 E Alberta Rd,,Quintanilla Aldo,Multifamily Residential,"37,810","$948,389 ","$712,076 ",26.25156,-98.15393,901764,A0106-00-000-0001-00
Hidalgo,McAllen,2029 S Jackson Creek Ave,,Gingerbread House Learning Center Llc,Commercial Real Property,"39,287","$946,573 ","$628,348 ",26.27463,-98.18929,722596,J2006-01-000-0005-00
Cameron,La Feria,14686 W Expwy 83,78559,Zamorano Development Llc,Commercial Real Property,"8,152","$946,138 ","$260,068 ",26.1578,-97.8239,178431,84-8200-0010-0050-00
Cameron,Harlingen,1605 W Harrison Ave,78550,Whataburger Inc #85,Commercial Real Property,"3,150","$945,000 ","$593,040 ",26.1906,-97.6961,69838,17-1190-0000-0010-00
Hidalgo,Edinburg,118 - 120 Gastel Cir,,Medina Maria Carmen Trustee,Multifamily Residential,"20,096","$944,937 ","$625,637 ",26.30341,-98.18273,310918,U2000-00-000-0012-00
Hidalgo,,Rogers,,Fptx Properties Llc,Commercial Real Property,"117,960","$943,501 ","$679,175 ",26.34024,-98.22495,510274,T2100-00-236-0005-04
Cameron,San Benito,1701 Amistad Dr,78586,Age Industries Inc,Industrial Real Property,"39,456","$943,117 ","$854,789 ",26.1281,-97.6311,188743,88-5230-0000-0260-00
Hidalgo,,12205 N Fm 88,,Guerra Rene,Commercial Real Property,"84,506","$941,600 ","$856,531 ",26.2648,-97.99328,325615,W3800-00-412-0000-03
Hidalgo,McAllen,4600 N D St,,4600 North D Street Series,Multifamily Residential,"11,050","$941,225 ","$742,325 ",26.24335,-98.20792,315939,V4170-00-000-0010-00
Hidalgo,Mission,3405 E Main Ave,,Sorom Llc,Commercial Real Property,"52,922","$940,782 ","$617,761 ",26.28307,-98.28115,1125318,R4557-00-000-0001-00
Hidalgo,Alton,10121 N Conway Ave,,Silerio Jose & Maria Isabel,Commercial Real Property,"283,140","$940,419 ","$164,709 ",26.3076,-98.3124,318700,W0100-00-046-0006-05
Hidalgo,McAllen,Eisenhower Ave,,E & L South Texas Properties Llc,Multifamily Residential,"19,360","$939,558 ","$707,238 ",26.27792,-98.28846,1070623,S6063-02-000-0048-00
Hidalgo,Mission,6204 N La Homa Rd,,La Piedad Llc,Commercial Real Property,"47,480","$939,141 ","$791,952 ",26.29128,-98.3514,209762,L1100-01-00A-0004-00
Hidalgo,Edinburg,1810 Jason Ave,,Jesmer Investments Llc,Multifamily Residential,"24,750","$938,524 ","$691,024 ",26.29698,-98.18192,161314,D7610-01-011-0019-00
Hidalgo,Weslaco,3609 N Texas Blvd,,Payne Edwin M,Commercial Real Property,"801,940","$938,002 ","$248,152 ",26.19616,-97.99342,324724,W3800-00-174-0000-02
Hidalgo,Donna,Ferguson Rd,,Zamorano Margarito Iii,Multifamily Residential,"378,536","$937,749 ","$528,599 ",26.20015,-98.06859,578709,H3475-00-194-0000-05
Hidalgo,McAllen,5014 S Hwy 281 ( Closner ),,Mittanck Investments Llc,Commercial Real Property,"74,226","$937,715 ","$121,229 ",26.25245,-98.17332,122537,B1830-00-000-000A-00
Hidalgo,Edinburg,1722 S Alamo Rd,,Jc & C Services Inc,Commercial Real Property,"120,226","$937,447 ","$764,398 ",26.27719,-98.10515,845621,A1800-00-060-0005-18
Hidalgo,McAllen,2811 Eisenhower,,E And L South Texas Properties Llc,Multifamily Residential,"10,010","$937,359 ","$817,239 ",26.27779,-98.28753,1070620,S6063-02-000-0045-00
Hidalgo,,W Edinburg,,Garza Alberto,Commercial Real Property,"142,441","$937,158 ","$688,941 ",26.29264,-97.9988,326069,W3800-00-528-0000-00
