County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Edinburg,2215 S Veteran Blvd,,Vanguard Academy Inc,Commercial Real Property,"1,432,253","$8,721,709","$4,854,626",26.28146,-98.15559,1068610,V2531-00-000-0001-00
Hidalgo,McAllen,1/4 Mile E Alberta,,Jcjji Ltd,Commercial Real Property,"1,830,391","$8,667,467","$41,890",26.25213,-98.16843,202017,K2400-00-000-0061-07
Hidalgo,Edinburg,1010 E Chapin St,,Lipman-Texas Llc,Commercial Real Property,"837,659","$8,619,488","$7,350,308",26.31251,-98.15093,295967,T2100-00-246-0012-00
Hidalgo,McAllen,651 E Trenton Rd,,Edinburg Srgv Llc,Commercial Real Property,"374,057","$8,602,185","$6,189,517",26.2628,-98.16418,728339,T3663-01-000-0003-00
Hidalgo,McAllen,3400 S Ih 69C,,Emp-E Llc,Commercial Real Property,"421,225","$8,547,582","$6,041,292",26.2679,-98.15601,1373327,P4730-00-000-0001-00
Hidalgo,Edinburg,7310 N Us 281,,J & D Produce Inc,Commercial Real Property,"375,923","$8,536,579","$6,411,217",26.37433,-98.14254,345949,S1700-02-000-000I-02
Hidalgo,McAllen,323 E Owassa Rd,,Roth Dm Inc,Commercial Real Property,"386,377","$8,533,189","$8,076,194",26.2479,-98.1695,657845,K2400-00-000-0067-10
Hidalgo,Edinburg,,,Jpo Enterprises Inc,Multifamily Residential,"172,897","$8,458,796","$7,793,144",26.30888,-98.15599,1473571,S2205-00-000-0001-00
Hidalgo,Edinburg,305 - 523 E University Dr,,B-Y Edinburg Center Ltd,Commercial Real Property,"124,439","$8,440,038","$7,199,093",26.30136,-98.15832,164887,E3300-00-234-0004-00
Hidalgo,McAllen,5117 Expwy 83,,Ss&S Group Llc,Commercial Real Property,"246,581","$8,399,154","$7,042,958",26.23944,-98.17926,712307,P8903-00-000-0001-00
Hidalgo,McAllen,5001 S Expwy 281,,Bryan Road Body Shop Llc,Commercial Real Property,"348,480","$8,374,983","$5,656,164",26.25383,-98.17266,202010,K2400-00-000-0061-00
Hidalgo,Edinburg,1901 S 24Th,,Tropical Texas Center-Mhmr,Commercial Real Property,"623,252","$8,239,030","$5,403,233",26.28231,-98.15195,517572,T7935-00-000-0001-00
Hidalgo,McAllen,901 W Owassa Rd,,Adobe Group Inc,Commercial Real Property,"375,052","$8,228,942","$7,853,890",26.24977,-98.18145,631788,O8300-01-000-0001-00
Hidalgo,McAllen,4900 N Mccoll Rd,,Mcallen Mobile Mhp Mcallen Tx Llc,Commercial Real Property,"1,493,672","$8,127,107","$2,618,999",26.24597,-98.20286,290044,S5950-00-006-0006-00
Hidalgo,,9625 Moorefield Rd,,F&B Holdings Llc,Commercial Real Property,"930,442","$8,126,251","$7,491,859",26.33851,-98.33805,209992,L1100-02-003-0096-00
Cameron,Harlingen,1202 Ed Carey Dr,78550,Tri City Hotel Llc,Commercial Real Property,"42,557","$8,084,726","$7,570,365",26.1906,-97.6961,79654,23-0696-0010-0010-00
Hidalgo,Edinburg,2700 W Freddy Gonzalez Dr,,H E Butt Grocery Company,Commercial Real Property,"552,417","$7,969,350","$5,980,649",26.2898,-98.19591,577016,H0100-02-00A-0001-00
Hidalgo,,N Yellow Jacket Dr,,Landing At San Felipe Lp,Multifamily Residential,"214,020","$7,818,303","$6,619,791",26.30005,-97.97523,20835815,L2672-00-000-0001-00
Hidalgo,Edinburg,1215 W Sprague St,,Edinburg Cons Ind School,Commercial Real Property,"724,403","$7,809,257","$6,379,077",26.29759,-98.17636,297161,T2100-00-273-0015-02
Hidalgo,,18100 N Rooth Rd,,Frontera Imports Llc,Commercial Real Property,"17,424,000","$7,802,632","$3,588,907",26.38026,-98.22072,270521,R3000-00-022-0001-00
