County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Edinburg,404 Newport Ave,,Gone Properties Llc,Multifamily Residential,"8,962","$722,208 ","$632,593 ",26.30394,-98.20303,1123809,M5665-01-000-0001-00
Hidalgo,,2501 Mile 9 Rd,,Lawn Chair Adventures Llc,Commercial Real Property,"363,029","$721,410 ","$249,472 ",26.33076,-98.22598,1604765,C2710-00-000-0001-00
Hidalgo,Edinburg,1704 W University Dr,,R & L Lozano Leasing Ltd,Commercial Real Property,"30,191","$720,797 ","$370,581 ",26.30345,-98.18017,556464,W0257-00-000-0006-00
Cameron,Harlingen,3121 Wilson Rd,78552,Jjw Division Llc,Commercial Real Property,"10,224","$720,792 ","$638,725 ",26.22,-97.67,447525,22-4111-0010-0030-10
Hidalgo,Mission,6417 Lima Ln,,Acuna Oliveria,Commercial Real Property,"18,000","$720,741 ","$571,141 ",26.29497,-98.35088,511871,L1069-03-000-0081-00
Hidalgo,,11718 W Mile 7 Rd,,Chavez Juan Diaz,Commercial Real Property,"109,336","$720,619 ","$526,066 ",26.31907,-98.32603,318887,W0100-00-049-0002-07
Hidalgo,Edinburg,525 - 533 W Monte Cristo Rd,,Garza Hector Javier & Armandina Garza,Commercial Real Property,"50,624","$720,418 ","$429,330 ",26.33843,-98.16083,621347,R0410-01-000-0001-00
Hidalgo,McAllen,2600 W Trenton Rd,,Montilla Valley Investments Llc,Commercial Real Property,"51,820","$720,151 ","$279,681 ",26.27245,-98.23913,20827956,M6130-00-000-0001-00
Cameron,Harlingen,25446 Fm 3195 Rd,78552,Store Master Funding X Llc,Commercial Real Property,"7,392","$719,418 ","$502,299 ",26.22,-97.67,208810,98-4225-0010-0010-00
Hidalgo,Donna,4215 Fm 493,,Arc Dgdnatx002 Llc,Commercial Real Property,"55,065","$719,069 ","$584,160 ",26.19654,-98.03893,843570,R1358-00-000-0001-00
Hidalgo,Alton,N Conway,,D.A.D Vela Investments Llc,Commercial Real Property,"261,360","$718,955 ","$123,027 ",26.30871,-98.308,318760,W0100-00-047-0007-25
Hidalgo,McAllen,5518 S Jackson Rd,,Original 4 Llc,Commercial Real Property,"60,984","$718,345 ","$273,425 ",26.25176,-98.19419,230963,M2650-00-003-0007-10
Hidalgo,Edinburg,617 & 619 Gastel Cir,,Colgate Series A Series Of Spimc Holdings Llc,Multifamily Residential,"21,727","$718,253 ","$500,983 ",26.30363,-98.1838,310947,U2000-00-000-0041-00
Cameron,San Benito,116 Wild Olive Cir,78586,Coltrin Paula S Indv & Coltrin Richard L Ttee Of The Dewar Trust Agrmt,Multifamily Residential,"7,920","$718,000 ","$641,410 ",26.1281,-97.6311,103318,59-6402-0000-0030-00
Hidalgo,Donna,N Fm 493,,Garza Amador,Commercial Real Property,"255,262","$717,949 ","$338,000 ",26.21768,-98.03497,504360,L0450-00-040-0000-02
Hidalgo,,9259 Mile 17 1/2 Rd,,Hernandez Yazmin Paulina Gil,Commercial Real Property,"105,851","$717,585 ","$587,259 ",26.30604,-97.99777,301504,T3400-00-153-0010-00
Hidalgo,Edinburg,1820 S Veterans Blvd,,South Central Spanish,Commercial Real Property,"12,465","$717,089 ","$266,424 ",26.28984,-98.15703,154761,C8850-00-025-0006-00
Hidalgo,,12700 Monte Cristo Rd,,Tempo Capital Partners Llc,Commercial Real Property,"74,898","$717,042 ","$574,735 ",26.36305,-98.32848,1017917,A0621-2A-000-0146-00
Hidalgo,Edinburg,506 & 418 Pirul St,,Guerra Jose A Martinez,Multifamily Residential,"13,204","$716,983 ","$566,177 ",26.31116,-98.16534,726202,T6075-01-000-0031-00
Hidalgo,Edinburg,1120 - 1130 W Monte Cristo Rd,,Quesada Alexis R & Manuel F,Commercial Real Property,"31,925","$716,883 ","$525,333 ",26.33835,-98.16785,622290,M5942-01-000-0001-00
Cameron,Santa Rosa,21820 Fm 506,78593,Jupiter Santa Rosa Llc,Commercial Real Property,"9,146","$716,341 ","$634,729 ",26.2592,-97.8283,180801,85-5380-0950-0200-00
Hidalgo,Weslaco,Sugarcane Dr,,Gvvvncr Properties Llc,Commercial Real Property,"24,829","$716,054 ","$366,486 ",26.18384,-97.99147,324483,W3800-00-117-0000-00
Hidalgo,,Shary Rd,,Tres Lagos Construction Park Llc,Commercial Real Property,"247,072","$715,704 ","$647,640 ",26.33728,-98.26319,1641286,T2100-00-227-0000-24
Hidalgo,Mission,S Alton Blvd,,Realty Income Properties 18 Llc,Commercial Real Property,"41,822","$715,273 ","$428,793 ",26.28516,-98.31473,633105,A3700-00-015-0005-01
Cameron,San Benito,490 S Sam Houston Blvd,78586,E & R Plaza Llc,Commercial Real Property,"9,000","$715,070 ","$611,007 ",26.1281,-97.6311,102257,58-6110-0010-0040-00
Hidalgo,Pharr,3803 N Cesar Chavez Rd,,Garcia Elva G & Jose E,Commercial Real Property,"54,014","$714,955 ","$644,125 ",26.22745,-98.12854,112843,A1800-00-047-0013-04
Hidalgo,McAllen,5300 Athol St,,Bobob L L C,Commercial Real Property,"20,388","$714,769 ","$501,714 ",26.24036,-98.17354,704480,L2680-00-000-0033-00
Hidalgo,Edinburg,1009 Ringold Cir,,Hinojosa & Hinojosa Properties Llc,Multifamily Residential,"22,163","$714,734 ","$493,104 ",26.29632,-98.19465,618634,P8335-00-000-0048-00
Hidalgo,Edinburg,2014 & 2018 Remington Ave,,2014 Remington Llc,Commercial Real Property,"36,775","$714,502 ","$530,627 ",26.30302,-98.18483,517599,R1920-00-000-0010-00
Hidalgo,Edinburg,222 W Cano St,,Law Street Investments Llc,Commercial Real Property,"7,100","$714,396 ","$487,196 ",26.30032,-98.1647,165126,E3300-00-274-0001-00
Hidalgo,Edinburg,720 W Chapin St,,Jhr Investments Lp,Commercial Real Property,"260,053","$714,103 ","$270,542 ",26.31475,-98.1675,295565,T2100-00-241-0012-05
Hidalgo,,701 E Edinburg Ave (Hwy 107),,Ortega Daniel,Commercial Real Property,"24,000","$713,985 ","$579,585 ",26.294,-97.98288,498414,D3550-00-000-0001-00
Hidalgo,Edinburg,1304 - 1310 W Monte Cristo Rd,,O'Reilly Auto Enterprises Llc,Commercial Real Property,"40,498","$713,638 ","$480,774 ",26.33848,-98.16946,652935,L3170-00-000-0018-00
Hidalgo,McAllen,1219 E Canton Rd,,Helm Properties Llc,Commercial Real Property,"21,131","$713,413 ","$485,621 ",26.27442,-98.15397,130591,C1200-01-000-0010-00
Cameron,Harlingen,4793 W Expressway 83,78552,South Texas Immigration Councl Inc,Commercial Real Property,"5,776","$713,257 ","$255,877 ",26.22,-97.67,204512,97-5945-0010-0020-00
Hidalgo,Edinburg,1212 S Raul Longoria Rd,,Spike Properties Llc,Commercial Real Property,"87,120","$712,518 ","$276,918 ",26.28655,-98.13811,296951,T2100-00-268-0015-02
Hidalgo,Edinburg,502 N Closner Blvd,,Yazji Dr Monzer H,Commercial Real Property,"9,360","$712,451 ","$545,411 ",26.29729,-98.16251,675773,E3300-00-320-0000-10
Hidalgo,McAllen,5011 N Cage Blvd,,Barrios Maria Cristina Gutierrez,Commercial Real Property,"87,120","$712,170 ","$58,770 ",26.23823,-98.17848,202212,K2400-00-000-0092-03
