County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,Edinburg,1625 - 1653 W University Dr,,Rb Plaza Center Llc,Commercial Real Property,"32,971","$1,022,682 ","$681,432 ",26.30443,-98.17938,644612,W3600-00-000-0006-10
Hidalgo,Edinburg,824 W Monte Cristo Rd,,Big H Investment Co,Commercial Real Property,"204,732","$1,022,491 ","$804,820 ",26.33637,-98.16486,631130,T2100-00-239-0001-10
Hidalgo,Edinburg,510 Carlisle Ave Apt #1,,Ramos Edgar Miguel Cobian,Multifamily Residential,"7,560","$1,022,302 ","$921,502 ",26.30246,-98.20417,1123837,M5665-01-000-0028-00
Hidalgo,Edinburg,3807 & 3803 Paola St,,Alba Homes Llc,Multifamily Residential,"19,158","$1,022,170 ","$849,752 ",26.32606,-98.20116,1123969,M5715-01-000-0039-00
Cameron,Los Fresnos,910 S Arroyo,78566,Delgado Roberto & Maria Elena,Commercial Real Property,"21,000","$1,021,465 ","$950,664 ",26.0706,-97.5714,145134,76-9900-0010-0050-00
Hidalgo,McAllen,4051 S Mccoll Rd,,Mdm Commercial Properties,Commercial Real Property,"53,392","$1,020,564 ","$701,012 ",26.26914,-98.2034,840710,T6873-00-000-007A-00
Hidalgo,Edinburg,1811 S Mccoll Rd,,Qq Rio Grande Valley Llc,Commercial Real Property,"44,010","$1,020,114 ","$558,009 ",26.28859,-98.19788,1463438,B4080-00-000-00C3-00
Hidalgo,Weslaco,Austin St,,Palms Plaza Llc,Commercial Real Property,"29,688","$1,019,040 ","$796,380 ",26.18827,-97.99073,729796,D7860-00-000-0001-00
Hidalgo,McAllen,703 E Nolana Loop,,San Rey Properties Llc,Commercial Real Property,"39,941","$1,018,192 ","$804,508 ",26.23247,-98.16865,712331,J0410-02-000-0002-00
Hidalgo,McAllen,3703 S Bus Hwy 281 (Closner Blvd),,Mdc Coast 10 Llc,Commercial Real Property,"59,024","$1,017,632 ","$666,440 ",26.26695,-98.17239,901781,B2310-00-000-0002-00
Hidalgo,Edinburg,2303 W University Dr,,Jackson 107 Partners Llc,Commercial Real Property,"54,087","$1,017,374 ","$660,401 ",26.30579,-98.18893,687581,J2260-02-000-0005-00
Hidalgo,Edinburg,5316 N Expressway 281,,Triple Pawliks Llc,Commercial Real Property,"122,839","$1,017,093 ","$720,993 ",26.36057,-98.14474,277764,S1700-01-002-0000-20
Hidalgo,,N Fm 493,,Engelman Irrigation Dist,Commercial Real Property,"2,830,093","$1,016,935 ","$9,900 ",26.32152,-98.02057,508298,M5500-00-096-0011-01
Hidalgo,Edinburg,215 E Monte Cristo,,Martin Farm & Ranch Supply Inc,Commercial Real Property,"145,055","$1,016,780 ","$519,930 ",26.33768,-98.15314,277573,S1600-00-001-0007-00
Hidalgo,,E Expwy 83/Mile 2 1/2 E,,Central Valley Properties Llc,Commercial Real Property,"237,838","$1,016,749 ","$136,750 ",26.16037,-97.86877,125868,B3100-00-000-0007-10
Hidalgo,Edinburg,,,Hidalgo County,Commercial Real Property,"74,566","$1,016,599 ","$800,358 ",26.28125,-98.14653,1472200,D1740-00-000-000C-00
Hidalgo,McAllen,7101 N 10Th St,,Whataburger Inc,Commercial Real Property,"32,625","$1,014,897 ","$434,172 ",26.26741,-98.21977,544221,D2950-02-000-0002-00
Hidalgo,Edinburg,812 E Cano St,,Dwight Yoder Investments Llc,Commercial Real Property,"45,000","$1,014,718 ","$470,218 ",26.29885,-98.15442,157266,D0900-00-000-0001-00
Hidalgo,Edinburg,10125 N 10Th St,,Nuevo Santander Investments Lp,Commercial Real Property,"36,523","$1,013,986 ","$656,061 ",26.2952,-98.21502,661934,L3375-00-000-0003-00
Hidalgo,McAllen,922 Big Horn Dr,,Wildcat Commerical Properties Llc,Commercial Real Property,"25,108","$1,013,924 ","$911,359 ",26.26373,-98.15752,1017256,B2920-00-000-0007-00
Hidalgo,McAllen,405 E Trenton Rd,,Qsr 30 Building Ii Llc,Commercial Real Property,"32,931","$1,011,931 ","$468,564 ",26.26187,-98.16775,895935,E3331-00-000-0005-00
Hidalgo,Edinburg,3904 Whitewing Ave,,Gonzalez Margaret,Multifamily Residential,"8,130","$1,011,488 ","$913,088 ",26.30145,-98.20714,1181522,S5443-00-000-0141-00
Cameron,Harlingen,609 Markowsky,78550,Bhati Rentals Llc,Multifamily Residential,"14,549","$1,010,636 ","$649,538 ",26.1906,-97.6961,76321,20-1620-0000-0030-00
Hidalgo,Edinburg,2119 E Monte Cristo Rd,,Unidos En La Vision,Commercial Real Property,"18,446","$1,008,892 ","$944,331 ",26.33444,-98.13298,174149,F2400-00-000-0006-00
Hidalgo,McAllen,4109 S Mccoll Rd,,Halle Properties Llc,Commercial Real Property,"43,938","$1,006,873 ","$413,710 ",26.26823,-98.20192,696941,T6873-00-000-0004-00
Hidalgo,McAllen,4120 S Mccoll Rd,,Rodcase Inc,Commercial Real Property,"33,750","$1,006,480 ","$550,855 ",26.26708,-98.20097,592724,M2540-00-000-0001-00
Hidalgo,,11139 N Stewart Rd,,Cantu Hugo Jr,Commercial Real Property,"301,871","$1,005,895 ","$607,718 ",26.31415,-98.28678,318980,W0100-00-049-0012-35
Hidalgo,Weslaco,Development Dr,,G & V Realty Group Llc,Commercial Real Property,"41,205","$1,004,940 ","$871,024 ",26.18797,-97.95833,1469006,M4016-00-000-020B-00
Hidalgo,,8331 N Bentsen Palm Dr,,Bernal Alfonso & Mary,Commercial Real Property,"304,920","$1,004,856 ","$759,856 ",26.32372,-98.35654,124358,B2550-00-000-0290-01
Hidalgo,McAllen,1504 E Santa Maria St,,Garcia Rosalva & Olga L Cano & Anabel Guerra,Multifamily Residential,"40,627","$1,004,593 ","$805,523 ",26.24931,-98.15564,154104,C8350-00-000-0011-00
Hidalgo,Edinburg,7013 Venus Dr,,Series 7 -7013 Venus Dr A Series Of Gaso Investments Llc,Multifamily Residential,"46,362","$1,004,524 ","$633,625 ",26.26754,-98.09495,683838,S2542-00-000-0003-00
Hidalgo,McAllen,206 Conquest Blvd,,Angelito De Dios & Maria Duran Fmly Lmtd Partnership,Commercial Real Property,"39,000","$1,003,713 ","$719,013 ",26.25678,-98.17216,711958,S3092-00-000-000A-00
Hidalgo,McAllen,203 -211 E Wisconsin Rd,,Shalom Media Usa Inc,Commercial Real Property,"79,536","$1,003,539 ","$725,163 ",26.26944,-98.17026,603806,S0013-00-000-0001-00
Hidalgo,Alton,W Sh 107,,Mgr Integrity Investments Inc,Commercial Real Property,"325,829","$1,001,365 ","$397,465 ",26.30743,-98.22033,297706,T2100-00-280-0009-01
Hidalgo,Edinburg,2902 W University Dr,,Hacineda Ford Properties Llc,Commercial Real Property,"46,627","$1,001,248 ","$458,043 ",26.30562,-98.19481,556367,M2554-00-000-0001-00
Hidalgo,Alton,N Trosper Rd,,Rio Queen Utility Llc,Commercial Real Property,"653,400","$999,008 ","$195,764 ",26.30855,-98.3162,318695,W0100-00-046-0005-26
Hidalgo,McAllen,6900 N 10Th St,,Costa Hidelgardo & Daisy A Arce,Commercial Real Property,"19,094","$998,465 ","$658,585 ",26.26389,-98.21896,556665,N2441-00-000-0009-00
Hidalgo,McAllen,101 W Nolana Ave,,National Retail Properties Inc,Commercial Real Property,"54,095","$997,439 ","$456,489 ",26.2288,-98.14927,685485,C4479-00-000-0001-00
Cameron,La Feria,106 W Expressway 83,78559,Tiscareno Daniela,Commercial Real Property,"9,525","$997,355 ","$289,941 ",26.1578,-97.8239,180483,85-5380-0510-0503-00
Cameron,La Feria,1406 Bus 83,78559,La Esperanza Adult Day Health Care Center Inc,Commercial Real Property,"9,482","$996,895 ","$690,088 ",26.1578,-97.8239,86153,29-3500-0000-0060-00
Hidalgo,McAllen,2500 Cornerstone,,Rockwell Investments Group Llc,Commercial Real Property,"30,740","$996,158 ","$802,496 ",26.26238,-98.20015,562645,C8230-02-007-0002-00
Cameron,La Feria,9407 W Expwy 83,78559,Ortiz Griselda & Torres Edgar Antonio Sanchez,Commercial Real Property,"5,000","$995,500 ","$135,626 ",26.1578,-97.8239,178429,84-8200-0010-0030-00
Hidalgo,,Hwy 107,,State Highway Dept,Commercial Real Property,"217,800","$995,435 ","$892,935 ",26.2951,-97.95444,108816,A0800-00-000-1149-05
Hidalgo,,421 W Hwy 107,,Rudisill Investments Llc,Commercial Real Property,"69,006","$995,199 ","$650,169 ",26.29383,-97.9321,671187,L2088-00-000-0001-00
Hidalgo,Mercedes,301 N Vogal Dr,,Siesta Village Inc,Commercial Real Property,"80,194","$994,170 ","$186,904 ",26.15813,-97.89868,614401,D0447-00-000-0001-00
Hidalgo,Edinburg,1901 - 1907 E Monte Cristo Rd,,Subhash & Sarojini Bose Lp,Commercial Real Property,"37,896","$993,490 ","$822,958 ",26.33475,-98.13516,174156,F2400-00-000-0013-00
Hidalgo,McAllen,1901 Industrial Dr,,Jack Gerdes Limited Prtnshp 1,Commercial Real Property,"151,449","$993,099 ","$659,911 ",26.25087,-98.23368,594928,M2250-02-000-0007-00
Hidalgo,McAllen,141 Paseo Del Prado,,Blue Mountain Development Ltd,Commercial Real Property,"35,280","$993,057 ","$753,153 ",26.25808,-98.20196,543142,D2980-00-000-0025-00
Hidalgo,Edinburg,1601 Monte Cristo,,Karr Regino V & Sonia,Commercial Real Property,"64,734","$992,690 ","$882,642 ",26.34498,-98.21288,193540,H3830-00-000-000B-00
Hidalgo,McAllen,5500 N Mccoll Rd,,Cannon Iva J Trustee,Commercial Real Property,"87,120","$991,047 ","$320,223 ",26.24989,-98.20415,290026,S5950-00-006-0001-04
Hidalgo,Weslaco,1501 N International Blvd,,R & A Real Estate Investments Llc,Commercial Real Property,"217,800","$989,606 ","$854,606 ",26.17487,-97.9596,108394,A0800-00-000-1038-04
Hidalgo,McAllen,7012 N 10Th St,,Robin Business Park Llc,Commercial Real Property,"32,600","$989,434 ","$409,154 ",26.26472,-98.21861,714329,D7970-00-000-0004-00
Cameron,La Feria,704 Main,78559,Huttonco Development L P,Commercial Real Property,"10,400","$985,489 ","$771,775 ",26.1578,-97.8239,181114,85-5405-0000-0010-00
Hidalgo,Edinburg,6715 E 107,,Nnn Retail Exchange I 2008 Llc,Commercial Real Property,"80,642","$984,367 ","$581,157 ",26.29754,-98.09218,718821,S6620-00-000-0001-00
