County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,,W Monte Cristo Rd,,Wonderful Citrus Ii Llc,Commercial Real Property,"30,742,470","$2,125,776 ","$130,676 ",26.3612,-98.27099,794235,R3100-00-001-0001-01
Hidalgo,McAllen,4110 S Ih 69C,,Palm Valley West Llc,Commercial Real Property,"176,418","$2,114,496 ","$614,943 ",26.26195,-98.16148,730281,R3342-00-000-0002-00
Hidalgo,McAllen,613 E Trenton Rd,,Shoppes At Rio Grande Valley Lp,Commercial Real Property,"64,947","$2,111,464 ","$1,039,833 ",26.26442,-98.16531,1124328,T3663-01-000-008A-00
Cameron,San Benito,900 W Business 77,78586,Ap Growth Properties Lp,Commercial Real Property,"44,136","$2,101,961 ","$1,401,656 ",26.1281,-97.6311,104175,60-8140-0050-0010-00
Hidalgo,Edinburg,,,Adak Group Llc,Commercial Real Property,"148,540","$2,101,570 ","$1,685,659 ",26.31184,-98.14511,1471955,D4240-00-000-0002-00
Hidalgo,,610 N Broadway St,,La Palma Center Llc,Commercial Real Property,"78,256","$2,098,142 ","$1,659,908 ",26.29862,-97.99284,1101755,E5400-00-031-0010-00
Hidalgo,Weslaco,1905 Joe Stephens Dr,,1905 Logistics Warehouse Ltd,Commercial Real Property,"97,627","$2,096,752 ","$1,940,549 ",26.17478,-97.96812,612878,N2443-00-000-0001-00
Hidalgo,Edinburg,1512 S Lone Star Way,,Cantu Alonzo Truste,Commercial Real Property,"63,783","$2,094,672 ","$1,520,624 ",26.29422,-98.21299,962050,L5365-00-000-0006-00
Hidalgo,McAllen,1210 E Canton Rd,,Nyra Lodging Llc,Commercial Real Property,"44,761","$2,089,785 ","$1,716,031 ",26.27364,-98.1547,605943,C1830-00-000-0003-00
Hidalgo,Edinburg,2820 W University Dr,,Ain2013 Tx Edinburg Llc,Commercial Real Property,"64,120","$2,089,473 ","$1,342,471 ",26.30529,-98.19381,895733,T3493-00-000-0001-05
