County,City,Property Address,Property Zip,Owner Name,Property Type,Building SqFt,Market Value,Improvement Value,Prop Lat,Prop Lon,Account ID,Geo ID
Hidalgo,McAllen,1102 W Trenton Rd,,Trenton Street Corporation,Commercial Real Property,"1,604,750","$140,497,558","$130,175,558",26.26131,-98.18183,570308,T6865-00-000-0001-00
Hidalgo,Edinburg,1201 W University Dr,,Pan American University,Commercial Real Property,"2,750,378","$108,549,500","$97,500,000",26.30585,-98.17176,163930,E3200-00-00J-0002-00
Hidalgo,McAllen,5502 S Mccoll Rd,,Day Surgery At Renaissance,Commercial Real Property,"483,578","$83,245,062","$79,714,939",26.2527,-98.20288,704595,D5790-02-000-0001-00
Hidalgo,McAllen,5501 S Mccoll Rd,,Day Surgery At Renaissance Llc,Commercial Real Property,"480,695","$82,736,294","$79,227,220",26.25277,-98.20534,653315,D5790-00-000-0001-00
Hidalgo,Mercedes,5001 E Expwy 83,,Cpg Mercedes Lp,Commercial Real Property,"1,502,384","$73,671,302","$57,240,200",26.16329,-97.88816,705542,R3052-00-001-0001-00
Hidalgo,Edinburg,100 N Closner Blvd,,Hidalgo County,Commercial Real Property,"424,884","$53,797,803","$50,589,927",26.30139,-98.16242,1238699,H2554-00-000-0001-00
Hidalgo,,1300 E Hwy 107,,Correctional Properties Llc,Commercial Real Property,"1,014,077","$52,582,325","$52,207,285",26.29661,-97.9172,246191,N3400-00-000-2191-00
Hidalgo,Edinburg,1815 W Chapin Rd,,25 29 Stults Llc,Multifamily Residential,"671,695","$46,157,547","$41,959,452",26.32032,-98.17824,1123782,L3885-00-000-0001-00
Hidalgo,McAllen,301 - 449 E Trenton Rd,,Shoppes At Rio Grande Valley Lp,Commercial Real Property,"2,624,011","$41,906,670","$30,361,022",26.26424,-98.16799,1074579,T3663-01-000-001A-05
Hidalgo,Weslaco,2615 E Sugar Cane Rd,,Hidalgo Housing Dev Corp,Multifamily Residential,"760,558","$35,014,841","$33,683,865",26.18657,-97.9651,1239928,J1855-00-000-0001-00
Hidalgo,Edinburg,3800 La Sienna Pkwy,,La Sienna-Edinburg Llc,Multifamily Residential,"653,923","$33,027,564","$32,051,784",26.33672,-98.13761,1014179,L1961-00-000-0001-00
Hidalgo,McAllen,4501- 4590 Professional Dr,,4590 Professional Drive Llc,Multifamily Residential,"413,820","$30,068,049","$27,481,674",26.25969,-98.17771,819234,T3648-00-000-0001-00
